nm,Abs,
600.00,  0.030,
599.00,  0.031,
598.00,  0.032,
597.00,  0.032,
596.00,  0.033,
595.00,  0.034,
594.00,  0.034,
593.00,  0.035,
592.00,  0.035,
591.00,  0.036,
590.00,  0.037,
589.00,  0.038,
588.00,  0.039,
587.00,  0.039,
586.00,  0.040,
585.00,  0.040,
584.00,  0.041,
583.00,  0.042,
582.00,  0.043,
581.00,  0.043,
580.00,  0.044,
579.00,  0.045,
578.00,  0.045,
577.00,  0.046,
576.00,  0.047,
575.00,  0.048,
574.00,  0.048,
573.00,  0.048,
572.00,  0.049,
571.00,  0.050,
570.00,  0.050,
569.00,  0.051,
568.00,  0.052,
567.00,  0.053,
566.00,  0.053,
565.00,  0.054,
564.00,  0.055,
563.00,  0.055,
562.00,  0.056,
561.00,  0.057,
560.00,  0.057,
559.00,  0.058,
558.00,  0.059,
557.00,  0.060,
556.00,  0.060,
555.00,  0.061,
554.00,  0.062,
553.00,  0.062,
552.00,  0.063,
551.00,  0.064,
550.00,  0.064,
549.00,  0.065,
548.00,  0.066,
547.00,  0.067,
546.00,  0.067,
545.00,  0.068,
544.00,  0.069,
543.00,  0.070,
542.00,  0.071,
541.00,  0.072,
540.00,  0.073,
539.00,  0.074,
538.00,  0.074,
537.00,  0.075,
536.00,  0.076,
535.00,  0.077,
534.00,  0.077,
533.00,  0.078,
532.00,  0.079,
531.00,  0.080,
530.00,  0.081,
529.00,  0.081,
528.00,  0.082,
527.00,  0.083,
526.00,  0.083,
525.00,  0.084,
524.00,  0.085,
523.00,  0.085,
522.00,  0.086,
521.00,  0.086,
520.00,  0.087,
519.00,  0.087,
518.00,  0.087,
517.00,  0.088,
516.00,  0.088,
515.00,  0.089,
514.00,  0.089,
513.00,  0.090,
512.00,  0.090,
511.00,  0.090,
510.00,  0.090,
509.00,  0.090,
508.00,  0.091,
507.00,  0.091,
506.00,  0.091,
505.00,  0.091,
504.00,  0.091,
503.00,  0.091,
502.00,  0.091,
501.00,  0.091,
500.00,  0.092,
499.00,  0.092,
498.00,  0.091,
497.00,  0.091,
496.00,  0.092,
