nm,Abs,
600.00,  0.027,
599.00,  0.027,
598.00,  0.028,
597.00,  0.028,
596.00,  0.029,
595.00,  0.030,
594.00,  0.031,
593.00,  0.031,
592.00,  0.032,
591.00,  0.032,
590.00,  0.033,
589.00,  0.034,
588.00,  0.035,
587.00,  0.036,
586.00,  0.036,
585.00,  0.037,
584.00,  0.038,
583.00,  0.038,
582.00,  0.039,
581.00,  0.040,
580.00,  0.041,
579.00,  0.041,
578.00,  0.042,
577.00,  0.043,
576.00,  0.044,
575.00,  0.044,
574.00,  0.045,
573.00,  0.046,
572.00,  0.047,
571.00,  0.047,
570.00,  0.048,
569.00,  0.048,
568.00,  0.049,
567.00,  0.050,
566.00,  0.051,
565.00,  0.052,
564.00,  0.052,
563.00,  0.053,
562.00,  0.053,
561.00,  0.054,
560.00,  0.055,
559.00,  0.055,
558.00,  0.056,
557.00,  0.057,
556.00,  0.057,
555.00,  0.058,
554.00,  0.059,
553.00,  0.059,
552.00,  0.060,
551.00,  0.060,
550.00,  0.061,
549.00,  0.062,
548.00,  0.063,
547.00,  0.063,
546.00,  0.064,
545.00,  0.065,
544.00,  0.065,
543.00,  0.066,
542.00,  0.067,
541.00,  0.067,
540.00,  0.068,
539.00,  0.069,
538.00,  0.069,
537.00,  0.070,
536.00,  0.070,
535.00,  0.071,
534.00,  0.072,
533.00,  0.072,
532.00,  0.073,
531.00,  0.073,
530.00,  0.074,
529.00,  0.074,
528.00,  0.075,
527.00,  0.076,
526.00,  0.076,
525.00,  0.076,
524.00,  0.077,
523.00,  0.077,
522.00,  0.078,
521.00,  0.078,
520.00,  0.078,
519.00,  0.078,
518.00,  0.079,
517.00,  0.079,
516.00,  0.079,
515.00,  0.079,
514.00,  0.080,
513.00,  0.080,
512.00,  0.080,
511.00,  0.080,
510.00,  0.080,
509.00,  0.080,
508.00,  0.080,
507.00,  0.080,
506.00,  0.080,
505.00,  0.080,
504.00,  0.080,
503.00,  0.080,
502.00,  0.080,
501.00,  0.080,
500.00,  0.080,
499.00,  0.080,
498.00,  0.080,
497.00,  0.080,
496.00,  0.080,
495.00,  0.080,
494.00,  0.079,
493.00,  0.079,
492.00,  0.079,
491.00,  0.079,
490.00,  0.079,
489.00,  0.079,
488.00,  0.079,
487.00,  0.079,
486.00,  0.079,
485.00,  0.078,
484.00,  0.078,
483.00,  0.078,
482.00,  0.078,
481.00,  0.078,
480.00,  0.078,
479.00,  0.078,
478.00,  0.078,
477.00,  0.078,
476.00,  0.079,
475.00,  0.079,
474.00,  0.078,
473.00,  0.078,
472.00,  0.078,
471.00,  0.079,
470.00,  0.079,
469.00,  0.079,
468.00,  0.079,
467.00,  0.079,
466.00,  0.079,
465.00,  0.079,
464.00,  0.079,
463.00,  0.079,
462.00,  0.079,
461.00,  0.079,
460.00,  0.079,
459.00,  0.078,
458.00,  0.079,
457.00,  0.078,
456.00,  0.079,
455.00,  0.079,
454.00,  0.078,
453.00,  0.078,
452.00,  0.079,
451.00,  0.079,
450.00,  0.078,
449.00,  0.078,
448.00,  0.078,
447.00,  0.078,
446.00,  0.078,
445.00,  0.078,
444.00,  0.078,
443.00,  0.078,
442.00,  0.078,
441.00,  0.078,
440.00,  0.078,
439.00,  0.077,
438.00,  0.077,
437.00,  0.078,
436.00,  0.078,
435.00,  0.078,
434.00,  0.077,
433.00,  0.077,
432.00,  0.077,
431.00,  0.077,
430.00,  0.078,
429.00,  0.078,
428.00,  0.077,
427.00,  0.077,
426.00,  0.077,
425.00,  0.078,
424.00,  0.077,
423.00,  0.077,
422.00,  0.077,
421.00,  0.077,
420.00,  0.077,
419.00,  0.077,
418.00,  0.077,
417.00,  0.078,
416.00,  0.077,
415.00,  0.077,
414.00,  0.077,
413.00,  0.077,
412.00,  0.078,
411.00,  0.078,
410.00,  0.078,
409.00,  0.079,
408.00,  0.079,
407.00,  0.079,
406.00,  0.079,
405.00,  0.080,
404.00,  0.080,
403.00,  0.080,
402.00,  0.081,
401.00,  0.081,
400.00,  0.082,
399.00,  0.083,
398.00,  0.083,
397.00,  0.084,
396.00,  0.085,
395.00,  0.086,
394.00,  0.087,
393.00,  0.088,
392.00,  0.089,
391.00,  0.089,
390.00,  0.091,
389.00,  0.092,
388.00,  0.093,
387.00,  0.094,
386.00,  0.095,
385.00,  0.096,
384.00,  0.098,
383.00,  0.100,
382.00,  0.100,
381.00,  0.102,
380.00,  0.103,
379.00,  0.105,
378.00,  0.107,
377.00,  0.109,
376.00,  0.110,
375.00,  0.112,
374.00,  0.114,
373.00,  0.116,
372.00,  0.120,
371.00,  0.121,
370.00,  0.125,
369.00,  0.128,
368.00,  0.131,
367.00,  0.134,
366.00,  0.137,
365.00,  0.144,
364.00,  0.152,
363.00,  0.153,
362.00,  0.156,
361.00,  0.164,
360.00,  0.167,
359.00,  0.177,
358.00,  0.177,
357.00,  0.187,
356.00,  0.188,
355.00,  0.195,
354.00,  0.204,
353.00,  0.213,
352.00,  0.214,
351.00,  0.225,
350.00,  0.229,
349.00,  0.234,
348.00,  0.243,
347.00,  0.259,
346.00,  0.269,
345.00,  0.292,
344.00,  0.291,
343.00,  0.303,
342.00,  0.308,
341.00,  0.311,
340.00,  0.329,
339.00,  0.336,
338.00,  0.354,
337.00,  0.359,
336.00,  0.374,
335.00,  0.384,
334.00,  0.394,
333.00,  0.403,
332.00,  0.411,
331.00,  0.417,
330.00,  0.427,
329.00,  0.433,
328.00,  0.437,
327.00,  0.449,
326.00,  0.455,
325.00,  0.468,
324.00,  0.471,
323.00,  0.482,
322.00,  0.495,
321.00,  0.499,
320.00,  0.509,
319.00,  0.518,
318.00,  0.519,
317.00,  0.525,
316.00,  0.533,
315.00,  0.540,
314.00,  0.546,
313.00,  0.553,
312.00,  0.565,
311.00,  0.565,
310.00,  0.583,
309.00,  0.591,
308.00,  0.596,
307.00,  0.595,
306.00,  0.615,
305.00,  0.623,
304.00,  0.632,
303.00,  0.631,
302.00,  0.639,
301.00,  0.663,
300.00,  0.669,
299.00,  0.680,
298.00,  0.708,
297.00,  0.731,
296.00,  0.755,
295.00,  0.814,
294.00,  0.850,
293.00,  0.892,
292.00,  0.931,
291.00,  0.978,
290.00,  1.040,
289.00,  1.108,
288.00,  1.182,
287.00,  1.250,
286.00,  1.330,
285.00,  1.396,
284.00,  1.455,
283.00,  1.512,
282.00,  1.567,
281.00,  1.620,
280.00,  1.663,
279.00,  1.712,
278.00,  1.757,
277.00,  1.796,
276.00,  1.838,
275.00,  1.874,
274.00,  1.912,
273.00,  1.933,
272.00,  1.962,
271.00,  1.985,
270.00,  1.990,
269.00,  2.004,
