nm,Abs,
600.00,  0.024,
599.00,  0.025,
598.00,  0.026,
597.00,  0.026,
596.00,  0.027,
595.00,  0.027,
594.00,  0.028,
593.00,  0.029,
592.00,  0.029,
591.00,  0.030,
590.00,  0.031,
589.00,  0.031,
588.00,  0.032,
587.00,  0.033,
586.00,  0.034,
585.00,  0.034,
584.00,  0.035,
583.00,  0.035,
582.00,  0.036,
581.00,  0.037,
580.00,  0.038,
579.00,  0.038,
578.00,  0.039,
577.00,  0.040,
576.00,  0.041,
575.00,  0.041,
574.00,  0.042,
573.00,  0.042,
572.00,  0.043,
571.00,  0.044,
570.00,  0.044,
569.00,  0.045,
568.00,  0.046,
567.00,  0.046,
566.00,  0.047,
565.00,  0.048,
564.00,  0.048,
563.00,  0.049,
562.00,  0.049,
561.00,  0.050,
560.00,  0.051,
559.00,  0.051,
558.00,  0.052,
557.00,  0.053,
556.00,  0.053,
555.00,  0.054,
554.00,  0.055,
553.00,  0.055,
552.00,  0.056,
551.00,  0.056,
550.00,  0.057,
549.00,  0.058,
548.00,  0.058,
547.00,  0.059,
546.00,  0.059,
545.00,  0.060,
544.00,  0.061,
543.00,  0.061,
542.00,  0.062,
541.00,  0.063,
540.00,  0.063,
539.00,  0.064,
538.00,  0.064,
537.00,  0.065,
536.00,  0.066,
535.00,  0.066,
534.00,  0.067,
533.00,  0.067,
532.00,  0.068,
531.00,  0.068,
530.00,  0.069,
529.00,  0.070,
528.00,  0.070,
527.00,  0.071,
526.00,  0.071,
525.00,  0.072,
524.00,  0.072,
523.00,  0.072,
522.00,  0.073,
521.00,  0.073,
520.00,  0.073,
519.00,  0.073,
518.00,  0.074,
517.00,  0.074,
516.00,  0.074,
515.00,  0.075,
514.00,  0.075,
513.00,  0.075,
512.00,  0.075,
511.00,  0.075,
510.00,  0.075,
509.00,  0.075,
508.00,  0.075,
507.00,  0.075,
506.00,  0.075,
505.00,  0.075,
504.00,  0.075,
503.00,  0.075,
502.00,  0.075,
501.00,  0.075,
500.00,  0.075,
499.00,  0.075,
498.00,  0.075,
497.00,  0.075,
496.00,  0.075,
495.00,  0.074,
494.00,  0.074,
493.00,  0.074,
492.00,  0.074,
491.00,  0.074,
490.00,  0.074,
489.00,  0.074,
488.00,  0.074,
487.00,  0.074,
486.00,  0.073,
485.00,  0.073,
484.00,  0.073,
483.00,  0.073,
482.00,  0.073,
481.00,  0.073,
480.00,  0.073,
479.00,  0.073,
478.00,  0.073,
477.00,  0.073,
476.00,  0.073,
475.00,  0.073,
474.00,  0.073,
473.00,  0.073,
472.00,  0.073,
471.00,  0.073,
470.00,  0.073,
469.00,  0.073,
468.00,  0.073,
467.00,  0.073,
466.00,  0.073,
465.00,  0.073,
464.00,  0.073,
463.00,  0.073,
462.00,  0.073,
461.00,  0.073,
460.00,  0.073,
459.00,  0.073,
458.00,  0.074,
457.00,  0.073,
456.00,  0.073,
455.00,  0.073,
454.00,  0.073,
453.00,  0.073,
452.00,  0.073,
451.00,  0.073,
450.00,  0.073,
449.00,  0.073,
448.00,  0.073,
447.00,  0.073,
446.00,  0.073,
445.00,  0.073,
444.00,  0.073,
443.00,  0.073,
442.00,  0.072,
441.00,  0.072,
440.00,  0.072,
439.00,  0.072,
438.00,  0.072,
437.00,  0.073,
436.00,  0.073,
435.00,  0.073,
434.00,  0.072,
433.00,  0.072,
432.00,  0.073,
431.00,  0.072,
430.00,  0.072,
429.00,  0.072,
428.00,  0.072,
427.00,  0.073,
426.00,  0.073,
425.00,  0.073,
424.00,  0.072,
423.00,  0.072,
422.00,  0.072,
421.00,  0.072,
420.00,  0.072,
419.00,  0.072,
418.00,  0.072,
417.00,  0.073,
416.00,  0.073,
415.00,  0.072,
414.00,  0.073,
413.00,  0.073,
412.00,  0.073,
411.00,  0.073,
410.00,  0.073,
409.00,  0.073,
408.00,  0.074,
407.00,  0.074,
406.00,  0.074,
405.00,  0.075,
404.00,  0.075,
403.00,  0.076,
402.00,  0.076,
