nm,Abs,
600.00,  0.028,
599.00,  0.029,
598.00,  0.030,
597.00,  0.030,
596.00,  0.031,
595.00,  0.031,
594.00,  0.032,
593.00,  0.033,
592.00,  0.033,
591.00,  0.034,
590.00,  0.034,
589.00,  0.035,
588.00,  0.036,
587.00,  0.037,
586.00,  0.037,
585.00,  0.038,
584.00,  0.039,
583.00,  0.039,
582.00,  0.040,
581.00,  0.041,
580.00,  0.041,
579.00,  0.042,
578.00,  0.043,
577.00,  0.043,
576.00,  0.044,
575.00,  0.044,
574.00,  0.045,
573.00,  0.046,
572.00,  0.046,
571.00,  0.047,
570.00,  0.047,
569.00,  0.048,
568.00,  0.049,
567.00,  0.049,
566.00,  0.050,
565.00,  0.051,
564.00,  0.051,
563.00,  0.052,
562.00,  0.052,
561.00,  0.053,
560.00,  0.054,
559.00,  0.055,
558.00,  0.055,
557.00,  0.056,
556.00,  0.056,
555.00,  0.057,
554.00,  0.058,
553.00,  0.059,
552.00,  0.059,
551.00,  0.060,
550.00,  0.060,
549.00,  0.061,
548.00,  0.062,
547.00,  0.062,
546.00,  0.063,
545.00,  0.064,
544.00,  0.065,
543.00,  0.065,
542.00,  0.066,
541.00,  0.067,
540.00,  0.068,
539.00,  0.069,
538.00,  0.069,
537.00,  0.070,
536.00,  0.071,
535.00,  0.071,
534.00,  0.072,
533.00,  0.073,
532.00,  0.074,
531.00,  0.074,
530.00,  0.075,
529.00,  0.076,
528.00,  0.076,
527.00,  0.077,
526.00,  0.078,
525.00,  0.078,
524.00,  0.079,
523.00,  0.079,
522.00,  0.080,
521.00,  0.080,
520.00,  0.081,
519.00,  0.081,
518.00,  0.081,
517.00,  0.082,
516.00,  0.082,
515.00,  0.082,
514.00,  0.083,
513.00,  0.083,
512.00,  0.083,
511.00,  0.083,
510.00,  0.084,
509.00,  0.084,
508.00,  0.084,
507.00,  0.084,
506.00,  0.084,
505.00,  0.084,
504.00,  0.085,
503.00,  0.085,
502.00,  0.084,
501.00,  0.084,
500.00,  0.085,
499.00,  0.085,
498.00,  0.085,
497.00,  0.084,
496.00,  0.085,
495.00,  0.084,
494.00,  0.084,
493.00,  0.084,
492.00,  0.084,
491.00,  0.084,
490.00,  0.084,
489.00,  0.084,
488.00,  0.084,
487.00,  0.084,
486.00,  0.084,
485.00,  0.084,
484.00,  0.084,
483.00,  0.084,
482.00,  0.084,
481.00,  0.084,
480.00,  0.084,
479.00,  0.084,
478.00,  0.084,
477.00,  0.084,
476.00,  0.084,
475.00,  0.084,
474.00,  0.084,
473.00,  0.084,
472.00,  0.085,
471.00,  0.085,
470.00,  0.085,
469.00,  0.085,
468.00,  0.085,
467.00,  0.085,
466.00,  0.085,
465.00,  0.085,
464.00,  0.085,
463.00,  0.085,
462.00,  0.085,
461.00,  0.085,
460.00,  0.086,
459.00,  0.086,
458.00,  0.086,
457.00,  0.086,
456.00,  0.086,
455.00,  0.086,
454.00,  0.086,
453.00,  0.086,
452.00,  0.086,
451.00,  0.087,
450.00,  0.087,
449.00,  0.087,
448.00,  0.087,
447.00,  0.087,
446.00,  0.087,
445.00,  0.087,
444.00,  0.087,
443.00,  0.087,
442.00,  0.087,
441.00,  0.087,
440.00,  0.087,
439.00,  0.087,
438.00,  0.087,
437.00,  0.088,
436.00,  0.089,
435.00,  0.088,
434.00,  0.088,
433.00,  0.088,
432.00,  0.089,
431.00,  0.089,
430.00,  0.089,
429.00,  0.089,
428.00,  0.089,
427.00,  0.089,
426.00,  0.090,
425.00,  0.090,
424.00,  0.090,
423.00,  0.090,
422.00,  0.090,
421.00,  0.090,
420.00,  0.091,
419.00,  0.091,
418.00,  0.091,
417.00,  0.091,
416.00,  0.092,
415.00,  0.092,
414.00,  0.092,
413.00,  0.092,
412.00,  0.093,
411.00,  0.093,
410.00,  0.094,
409.00,  0.094,
408.00,  0.094,
407.00,  0.095,
406.00,  0.095,
405.00,  0.096,
404.00,  0.097,
403.00,  0.098,
402.00,  0.098,
401.00,  0.099,
400.00,  0.100,
399.00,  0.102,
398.00,  0.103,
397.00,  0.103,
396.00,  0.104,
395.00,  0.106,
394.00,  0.107,
393.00,  0.108,
392.00,  0.110,
391.00,  0.110,
390.00,  0.112,
389.00,  0.114,
388.00,  0.116,
387.00,  0.117,
386.00,  0.119,
385.00,  0.120,
384.00,  0.122,
383.00,  0.124,
382.00,  0.126,
381.00,  0.128,
380.00,  0.129,
379.00,  0.131,
378.00,  0.134,
377.00,  0.136,
376.00,  0.138,
375.00,  0.140,
374.00,  0.143,
373.00,  0.145,
372.00,  0.149,
371.00,  0.151,
370.00,  0.155,
369.00,  0.159,
368.00,  0.163,
367.00,  0.166,
366.00,  0.170,
365.00,  0.176,
364.00,  0.181,
363.00,  0.187,
362.00,  0.190,
361.00,  0.192,
360.00,  0.203,
359.00,  0.216,
358.00,  0.217,
357.00,  0.223,
356.00,  0.228,
355.00,  0.231,
354.00,  0.245,
353.00,  0.249,
352.00,  0.256,
351.00,  0.264,
350.00,  0.273,
349.00,  0.274,
348.00,  0.293,
347.00,  0.306,
346.00,  0.317,
345.00,  0.335,
344.00,  0.340,
343.00,  0.356,
342.00,  0.363,
341.00,  0.374,
340.00,  0.390,
339.00,  0.404,
338.00,  0.413,
337.00,  0.426,
336.00,  0.437,
335.00,  0.446,
334.00,  0.462,
333.00,  0.475,
332.00,  0.486,
331.00,  0.499,
330.00,  0.506,
329.00,  0.515,
328.00,  0.525,
327.00,  0.536,
326.00,  0.543,
325.00,  0.556,
324.00,  0.569,
323.00,  0.570,
322.00,  0.583,
321.00,  0.596,
320.00,  0.611,
319.00,  0.613,
318.00,  0.623,
317.00,  0.640,
316.00,  0.639,
315.00,  0.652,
314.00,  0.654,
313.00,  0.672,
312.00,  0.688,
311.00,  0.692,
310.00,  0.701,
309.00,  0.708,
308.00,  0.718,
307.00,  0.741,
306.00,  0.733,
305.00,  0.745,
304.00,  0.761,
303.00,  0.771,
302.00,  0.789,
301.00,  0.801,
300.00,  0.813,
299.00,  0.832,
298.00,  0.854,
297.00,  0.895,
296.00,  0.899,
295.00,  0.971,
294.00,  1.017,
293.00,  1.070,
292.00,  1.120,
291.00,  1.183,
290.00,  1.266,
289.00,  1.352,
288.00,  1.446,
287.00,  1.535,
286.00,  1.634,
285.00,  1.714,
284.00,  1.782,
283.00,  1.849,
282.00,  1.911,
281.00,  1.964,
280.00,  2.018,
279.00,  2.064,
278.00,  2.102,
277.00,  2.135,
276.00,  2.186,
275.00,  2.223,
274.00,  2.245,
273.00,  2.278,
272.00,  2.286,
271.00,  2.296,
270.00,  2.320,
269.00,  2.315,
268.00,  2.312,
267.00,  2.326,
266.00,  2.315,
265.00,  2.291,
264.00,  2.291,
263.00,  2.267,
262.00,  2.253,
261.00,  2.243,
260.00,  2.221,
259.00,  2.209,
258.00,  2.202,
257.00,  2.186,
256.00,  2.195,
255.00,  2.190,
254.00,  2.196,
253.00,  2.215,
252.00,  2.232,
251.00,  2.269,
250.00,  2.310,
249.00,  2.366,
248.00,  2.457,
247.00,  2.526,
246.00,  2.628,
245.00,  2.737,
244.00,  2.820,
243.00,  2.982,
242.00,  3.064,
241.00,  3.173,
240.00,  3.251,
239.00,  3.338,
238.00,  3.531,
237.00,  3.698,
236.00,  3.661,
235.00,  3.542,
234.00,  3.825,
233.00,  3.472,
232.00,  3.652,
231.00,  3.781,
230.00,  3.575,
229.00,  3.526,
228.00,  3.805,
227.00,  3.798,
226.00,  3.659,
225.00,  3.713,
224.00,  3.802,
223.00,  3.601,
222.00,  3.543,
221.00,  3.902,
220.00,  3.716,
219.00,  3.443,
218.00,  3.552,
217.00,  3.557,
216.00,  3.890,
215.00,  3.742,
214.00,  3.624,
213.00,  3.561,
212.00,  3.663,
211.00,  4.149,
210.00,  3.322,
209.00,  3.463,
208.00,  3.484,
207.00,  3.365,
206.00,  3.393,
205.00,  3.564,
204.00,  4.084,
203.00,  3.230,
202.00,  3.140,
