nm,Abs,
600.00,  0.040,
599.00,  0.042,
598.00,  0.042,
597.00,  0.043,
596.00,  0.044,
595.00,  0.045,
594.00,  0.046,
593.00,  0.047,
592.00,  0.048,
591.00,  0.049,
590.00,  0.050,
589.00,  0.051,
588.00,  0.052,
587.00,  0.053,
586.00,  0.054,
585.00,  0.055,
584.00,  0.056,
583.00,  0.057,
582.00,  0.058,
581.00,  0.059,
580.00,  0.060,
579.00,  0.061,
578.00,  0.062,
577.00,  0.062,
576.00,  0.064,
575.00,  0.065,
574.00,  0.066,
573.00,  0.067,
572.00,  0.067,
571.00,  0.068,
570.00,  0.069,
569.00,  0.070,
568.00,  0.071,
567.00,  0.072,
566.00,  0.073,
565.00,  0.074,
564.00,  0.074,
563.00,  0.075,
562.00,  0.076,
561.00,  0.077,
560.00,  0.078,
559.00,  0.079,
558.00,  0.079,
557.00,  0.080,
556.00,  0.081,
555.00,  0.082,
554.00,  0.083,
553.00,  0.083,
552.00,  0.084,
551.00,  0.085,
550.00,  0.086,
549.00,  0.086,
548.00,  0.087,
547.00,  0.088,
546.00,  0.088,
545.00,  0.089,
544.00,  0.090,
543.00,  0.091,
542.00,  0.092,
541.00,  0.093,
540.00,  0.093,
539.00,  0.094,
538.00,  0.095,
537.00,  0.095,
536.00,  0.096,
535.00,  0.097,
534.00,  0.098,
533.00,  0.098,
532.00,  0.099,
531.00,  0.099,
530.00,  0.100,
529.00,  0.100,
528.00,  0.101,
527.00,  0.102,
526.00,  0.102,
525.00,  0.102,
524.00,  0.103,
523.00,  0.103,
522.00,  0.103,
521.00,  0.103,
520.00,  0.104,
519.00,  0.104,
518.00,  0.104,
517.00,  0.105,
516.00,  0.105,
515.00,  0.105,
514.00,  0.105,
513.00,  0.105,
512.00,  0.105,
511.00,  0.105,
510.00,  0.105,
509.00,  0.105,
508.00,  0.105,
507.00,  0.105,
506.00,  0.105,
505.00,  0.105,
504.00,  0.105,
503.00,  0.104,
502.00,  0.104,
501.00,  0.104,
500.00,  0.104,
499.00,  0.104,
498.00,  0.104,
497.00,  0.103,
496.00,  0.103,
495.00,  0.103,
494.00,  0.103,
493.00,  0.103,
492.00,  0.103,
491.00,  0.102,
490.00,  0.102,
489.00,  0.102,
488.00,  0.102,
487.00,  0.102,
486.00,  0.102,
485.00,  0.102,
484.00,  0.101,
483.00,  0.101,
482.00,  0.101,
481.00,  0.101,
480.00,  0.101,
479.00,  0.101,
478.00,  0.101,
477.00,  0.101,
476.00,  0.101,
475.00,  0.101,
474.00,  0.101,
473.00,  0.101,
472.00,  0.101,
471.00,  0.101,
470.00,  0.102,
469.00,  0.102,
468.00,  0.102,
467.00,  0.102,
466.00,  0.102,
465.00,  0.102,
464.00,  0.102,
463.00,  0.102,
462.00,  0.102,
461.00,  0.102,
460.00,  0.102,
459.00,  0.102,
458.00,  0.102,
457.00,  0.102,
456.00,  0.102,
455.00,  0.102,
454.00,  0.102,
453.00,  0.103,
452.00,  0.102,
451.00,  0.103,
450.00,  0.103,
449.00,  0.103,
448.00,  0.103,
447.00,  0.103,
446.00,  0.103,
445.00,  0.103,
444.00,  0.103,
443.00,  0.103,
442.00,  0.103,
441.00,  0.104,
440.00,  0.103,
439.00,  0.103,
438.00,  0.104,
437.00,  0.104,
436.00,  0.105,
435.00,  0.105,
434.00,  0.104,
433.00,  0.104,
432.00,  0.105,
431.00,  0.105,
430.00,  0.105,
429.00,  0.105,
428.00,  0.105,
427.00,  0.105,
426.00,  0.106,
425.00,  0.106,
424.00,  0.106,
423.00,  0.106,
422.00,  0.106,
421.00,  0.106,
420.00,  0.107,
419.00,  0.107,
418.00,  0.107,
417.00,  0.108,
416.00,  0.108,
415.00,  0.108,
414.00,  0.108,
413.00,  0.109,
412.00,  0.110,
411.00,  0.110,
410.00,  0.111,
409.00,  0.111,
408.00,  0.112,
407.00,  0.113,
406.00,  0.114,
405.00,  0.115,
404.00,  0.116,
403.00,  0.117,
402.00,  0.118,
401.00,  0.119,
400.00,  0.120,
399.00,  0.122,
398.00,  0.123,
397.00,  0.124,
396.00,  0.127,
395.00,  0.128,
394.00,  0.130,
393.00,  0.132,
392.00,  0.134,
391.00,  0.135,
390.00,  0.138,
389.00,  0.140,
388.00,  0.142,
387.00,  0.145,
386.00,  0.147,
385.00,  0.149,
384.00,  0.152,
383.00,  0.154,
382.00,  0.156,
381.00,  0.159,
380.00,  0.161,
379.00,  0.164,
378.00,  0.167,
377.00,  0.169,
376.00,  0.172,
375.00,  0.175,
374.00,  0.178,
373.00,  0.181,
372.00,  0.186,
371.00,  0.190,
370.00,  0.194,
369.00,  0.199,
368.00,  0.203,
367.00,  0.207,
366.00,  0.211,
365.00,  0.219,
364.00,  0.226,
363.00,  0.234,
362.00,  0.238,
361.00,  0.239,
360.00,  0.249,
359.00,  0.261,
358.00,  0.265,
