nm,Abs,
600.00,  0.042,
599.00,  0.043,
598.00,  0.044,
597.00,  0.045,
596.00,  0.045,
595.00,  0.046,
594.00,  0.047,
593.00,  0.048,
592.00,  0.049,
591.00,  0.050,
590.00,  0.051,
589.00,  0.052,
588.00,  0.053,
587.00,  0.054,
586.00,  0.056,
585.00,  0.056,
584.00,  0.058,
583.00,  0.059,
582.00,  0.060,
581.00,  0.061,
580.00,  0.062,
579.00,  0.063,
578.00,  0.064,
577.00,  0.064,
576.00,  0.066,
575.00,  0.067,
574.00,  0.068,
573.00,  0.068,
572.00,  0.069,
571.00,  0.070,
570.00,  0.071,
569.00,  0.072,
568.00,  0.073,
567.00,  0.074,
566.00,  0.075,
565.00,  0.076,
564.00,  0.077,
563.00,  0.078,
562.00,  0.078,
561.00,  0.079,
560.00,  0.080,
559.00,  0.081,
558.00,  0.082,
557.00,  0.083,
556.00,  0.084,
555.00,  0.084,
554.00,  0.085,
553.00,  0.086,
552.00,  0.087,
551.00,  0.088,
550.00,  0.088,
549.00,  0.089,
548.00,  0.090,
547.00,  0.091,
546.00,  0.091,
545.00,  0.092,
544.00,  0.093,
543.00,  0.094,
542.00,  0.095,
541.00,  0.095,
540.00,  0.096,
539.00,  0.097,
538.00,  0.098,
537.00,  0.098,
536.00,  0.099,
535.00,  0.100,
534.00,  0.100,
533.00,  0.101,
532.00,  0.102,
531.00,  0.103,
530.00,  0.103,
529.00,  0.104,
528.00,  0.104,
527.00,  0.105,
526.00,  0.105,
525.00,  0.106,
524.00,  0.106,
523.00,  0.106,
522.00,  0.107,
521.00,  0.107,
520.00,  0.107,
519.00,  0.107,
518.00,  0.108,
517.00,  0.108,
516.00,  0.108,
515.00,  0.108,
514.00,  0.108,
513.00,  0.108,
512.00,  0.108,
511.00,  0.108,
510.00,  0.108,
509.00,  0.108,
508.00,  0.108,
507.00,  0.108,
506.00,  0.108,
505.00,  0.108,
504.00,  0.108,
503.00,  0.108,
502.00,  0.107,
501.00,  0.107,
500.00,  0.107,
499.00,  0.107,
498.00,  0.107,
497.00,  0.107,
496.00,  0.107,
495.00,  0.106,
494.00,  0.106,
493.00,  0.106,
492.00,  0.106,
491.00,  0.106,
490.00,  0.106,
489.00,  0.105,
488.00,  0.105,
487.00,  0.105,
486.00,  0.105,
485.00,  0.105,
484.00,  0.105,
483.00,  0.105,
482.00,  0.104,
481.00,  0.104,
480.00,  0.104,
479.00,  0.104,
478.00,  0.104,
477.00,  0.104,
476.00,  0.104,
475.00,  0.104,
474.00,  0.104,
473.00,  0.104,
472.00,  0.105,
471.00,  0.105,
470.00,  0.105,
469.00,  0.105,
468.00,  0.105,
467.00,  0.105,
466.00,  0.105,
465.00,  0.105,
464.00,  0.105,
463.00,  0.105,
462.00,  0.105,
461.00,  0.105,
460.00,  0.105,
459.00,  0.105,
458.00,  0.106,
457.00,  0.105,
456.00,  0.105,
455.00,  0.106,
454.00,  0.106,
453.00,  0.106,
452.00,  0.106,
451.00,  0.106,
450.00,  0.106,
449.00,  0.106,
448.00,  0.106,
447.00,  0.106,
446.00,  0.106,
445.00,  0.106,
444.00,  0.106,
443.00,  0.106,
442.00,  0.106,
441.00,  0.107,
440.00,  0.106,
439.00,  0.106,
438.00,  0.107,
437.00,  0.107,
436.00,  0.108,
435.00,  0.107,
434.00,  0.107,
433.00,  0.107,
432.00,  0.108,
431.00,  0.108,
430.00,  0.108,
429.00,  0.108,
428.00,  0.108,
427.00,  0.108,
426.00,  0.109,
425.00,  0.109,
424.00,  0.109,
423.00,  0.109,
422.00,  0.109,
421.00,  0.109,
420.00,  0.109,
419.00,  0.110,
418.00,  0.110,
417.00,  0.110,
416.00,  0.111,
415.00,  0.111,
414.00,  0.111,
413.00,  0.112,
412.00,  0.113,
411.00,  0.113,
410.00,  0.114,
409.00,  0.114,
408.00,  0.115,
407.00,  0.116,
406.00,  0.117,
405.00,  0.118,
404.00,  0.119,
403.00,  0.119,
402.00,  0.120,
401.00,  0.122,
400.00,  0.123,
399.00,  0.125,
398.00,  0.126,
397.00,  0.128,
396.00,  0.130,
395.00,  0.131,
394.00,  0.133,
393.00,  0.135,
392.00,  0.137,
391.00,  0.138,
390.00,  0.141,
389.00,  0.143,
388.00,  0.145,
387.00,  0.148,
386.00,  0.150,
385.00,  0.152,
384.00,  0.155,
383.00,  0.157,
382.00,  0.160,
381.00,  0.162,
380.00,  0.164,
379.00,  0.167,
378.00,  0.170,
377.00,  0.173,
376.00,  0.176,
375.00,  0.179,
374.00,  0.182,
373.00,  0.186,
372.00,  0.190,
371.00,  0.193,
370.00,  0.198,
369.00,  0.203,
368.00,  0.207,
367.00,  0.212,
366.00,  0.216,
365.00,  0.222,
364.00,  0.227,
363.00,  0.236,
362.00,  0.239,
361.00,  0.245,
360.00,  0.249,
359.00,  0.267,
358.00,  0.269,
357.00,  0.275,
356.00,  0.285,
355.00,  0.289,
354.00,  0.297,
353.00,  0.304,
352.00,  0.310,
351.00,  0.319,
350.00,  0.330,
349.00,  0.339,
348.00,  0.352,
347.00,  0.363,
346.00,  0.379,
345.00,  0.401,
344.00,  0.406,
343.00,  0.423,
342.00,  0.431,
341.00,  0.438,
340.00,  0.462,
339.00,  0.475,
338.00,  0.496,
337.00,  0.510,
336.00,  0.521,
335.00,  0.535,
334.00,  0.544,
333.00,  0.566,
332.00,  0.565,
331.00,  0.583,
330.00,  0.602,
329.00,  0.598,
328.00,  0.612,
327.00,  0.633,
326.00,  0.634,
325.00,  0.649,
324.00,  0.661,
323.00,  0.670,
322.00,  0.688,
321.00,  0.688,
320.00,  0.713,
319.00,  0.730,
318.00,  0.728,
317.00,  0.737,
316.00,  0.753,
315.00,  0.760,
314.00,  0.770,
313.00,  0.781,
312.00,  0.785,
311.00,  0.804,
310.00,  0.816,
309.00,  0.814,
308.00,  0.834,
307.00,  0.843,
306.00,  0.853,
305.00,  0.870,
304.00,  0.865,
303.00,  0.880,
302.00,  0.886,
301.00,  0.889,
300.00,  0.919,
299.00,  0.927,
298.00,  0.924,
297.00,  0.952,
296.00,  0.960,
295.00,  1.037,
294.00,  1.066,
293.00,  1.099,
292.00,  1.131,
291.00,  1.174,
290.00,  1.230,
289.00,  1.290,
288.00,  1.348,
287.00,  1.404,
286.00,  1.463,
285.00,  1.506,
284.00,  1.537,
283.00,  1.568,
282.00,  1.595,
281.00,  1.613,
280.00,  1.622,
279.00,  1.627,
278.00,  1.629,
277.00,  1.631,
276.00,  1.622,
275.00,  1.611,
274.00,  1.600,
273.00,  1.586,
272.00,  1.564,
271.00,  1.538,
270.00,  1.509,
269.00,  1.482,
268.00,  1.452,
267.00,  1.426,
266.00,  1.411,
265.00,  1.379,
264.00,  1.356,
263.00,  1.335,
262.00,  1.320,
261.00,  1.309,
260.00,  1.305,
259.00,  1.305,
258.00,  1.311,
257.00,  1.322,
256.00,  1.341,
255.00,  1.367,
254.00,  1.410,
253.00,  1.456,
252.00,  1.515,
251.00,  1.585,
250.00,  1.669,
249.00,  1.769,
248.00,  1.892,
247.00,  2.020,
246.00,  2.172,
245.00,  2.330,
244.00,  2.507,
243.00,  2.651,
242.00,  2.821,
241.00,  2.950,
240.00,  3.120,
239.00,  3.129,
238.00,  3.294,
237.00,  3.318,
236.00,  3.420,
235.00,  3.624,
234.00,  3.479,
233.00,  3.384,
232.00,  3.454,
231.00,  3.406,
230.00,  3.534,
229.00,  3.583,
228.00,  3.403,
227.00,  3.376,
226.00,  3.359,
225.00,  3.315,
224.00,  3.405,
223.00,  3.300,
222.00,  3.389,
221.00,  3.437,
220.00,  3.359,
219.00,  3.499,
218.00,  3.307,
217.00,  3.295,
216.00,  3.299,
215.00,  3.350,
214.00,  3.313,
213.00,  3.282,
212.00,  3.195,
211.00,  3.344,
210.00,  3.259,
209.00,  3.301,
208.00,  3.143,
207.00,  3.110,
206.00,  3.231,
205.00,  3.020,
204.00,  3.131,
203.00,  3.157,
202.00,  2.963,
201.00,  2.875,
200.00,  2.980,
199.00,  2.868,
198.00,  2.845,
197.00,  2.767,
196.00,  2.837,
195.00,  2.606,
194.00,  2.599,
193.00,  2.473,
192.00,  2.364,
191.00,  2.393,
190.00,  2.137,
