11-20-2017,19:45:27
Wavenumber(cm-1),Intensity
 250 , 10 
 251 , 10 
 252 , 10 
 253 , 10 
 254 , 10 
 255 , 38.8671875 
 256 , 30.634765625 
 257 , 15.61328125 
 258 ,-6.19921875 
 259 ,-25.984375 
 260 ,-30.748046875 
 261 ,-15.587890625 
 262 , 9.634765625 
 263 , 29.515625 
 264 , 36.986328125 
 265 , 39.046875 
 266 , 43.890625 
 267 , 52.482421875 
 268 , 57.638671875 
 269 , 50.259765625 
 270 , 32.0078125 
 271 , 10.421875 
 272 ,-7.48046875 
 273 ,-15.28125 
 274 ,-7.3828125 
 275 , 15.310546875 
 276 , 48.232421875 
 277 , 86.4453125 
 278 , 124.59375 
 279 , 160.06640625 
 280 , 189.322265625 
 281 , 205.666015625 
 282 , 199.564453125 
 283 , 174.65234375 
 284 , 144.541015625 
 285 , 122.806640625 
 286 , 119.109375 
 287 , 141.046875 
 288 , 187.169921875 
 289 , 235.572265625 
 290 , 262.23046875 
 291 , 261.935546875 
 292 , 249.19140625 
 293 , 237.86328125 
 294 , 230.056640625 
 295 , 222.2890625 
 296 , 211.986328125 
 297 , 197.66015625 
 298 , 177.80078125 
 299 , 151.916015625 
 300 , 121.8125 
 301 , 89.69921875 
 302 , 61.0390625 
 303 , 43.57421875 
 304 , 42.513671875 
 305 , 50.12890625 
 306 , 55.015625 
 307 , 51.3828125 
 308 , 45.2890625 
 309 , 44.138671875 
 310 , 50.4140625 
 311 , 61.359375 
 312 , 73.998046875 
 313 , 87.958984375 
 314 , 104.197265625 
 315 , 121.828125 
 316 , 135.009765625 
 317 , 137.703125 
 318 , 134.55078125 
 319 , 139.884765625 
 320 , 164.0390625 
 321 , 192.962890625 
 322 , 204.1328125 
 323 , 188.6640625 
 324 , 166.794921875 
 325 , 161.52734375 
 326 , 177.142578125 
 327 , 200.595703125 
 328 , 220.3125 
 329 , 238.390625 
 330 , 262.369140625 
 331 , 296.091796875 
 332 , 334.419921875 
 333 , 370.88671875 
 334 , 399.556640625 
 335 , 414.986328125 
