11-20-2017,19:19:05
Wavenumber(cm-1),Intensity
 250 , 11512.371639856 
 251 , 11513.8614427722 
 252 , 11514.1181869069 
 253 , 11517.2798293166 
 254 , 11520.1345359802 
 255 , 11519.1198248361 
 256 , 11514.8803766451 
 257 , 11511.1901513554 
 258 , 11511.3062596989 
 259 , 11515.2906731009 
 260 , 11522.1337787314 
 261 , 11531.5083917074 
 262 , 11544.660037826 
 263 , 11562.9793499539 
 264 , 11585.9375922636 
 265 , 11610.9776202557 
 266 , 11635.64516453 
 267 , 11659.1155210957 
 268 , 11681.3576484784 
 269 , 11701.4755503693 
 270 , 11715.6867580281 
 271 , 11719.7507558923 
 272 , 11716.5530397989 
 273 , 11719.3600826437 
 274 , 11740.874500474 
 275 , 11776.822832612 
 276 , 11811.5396926785 
 277 , 11832.5473406501 
 278 , 11843.2354250263 
 279 , 11851.6005949525 
 280 , 11863.0771288617 
 281 , 11878.072988927 
 282 , 11896.3586482368 
 283 , 11916.7097366949 
 284 , 11937.0189768844 
 285 , 11955.5995903855 
 286 , 11973.6442465952 
 287 , 11993.4743217585 
 288 , 12015.9548899154 
 289 , 12038.1816968965 
 290 , 12056.7359559282 
 291 , 12070.7128108051 
 292 , 12082.0602692592 
 293 , 12092.4853728804 
 294 , 12100.3257553206 
 295 , 12102.2137872445 
 296 , 12097.333987035 
 297 , 12093.3948103401 
 298 , 12099.6925323398 
 299 , 12117.057664982 
 300 , 12134.3970449401 
 301 , 12141.0632311521 
 302 , 12141.4002619298 
 303 , 12149.1366072891 
 304 , 12173.7975086583 
 305 , 12206.8747948129 
 306 , 12235.2651037432 
 307 , 12252.1170568302 
 308 , 12261.2020399043 
 309 , 12267.2719153956 
 310 , 12274.3400874702 
 311 , 12285.8687427964 
 312 , 12304.2815829408 
 313 , 12326.8720933806 
 314 , 12349.3501645239 
 315 , 12369.7776968737 
 316 , 12390.9022319482 
 317 , 12415.8130689238 
 318 , 12443.8011888398 
 319 , 12470.8879054607 
 320 , 12493.7604337732 
 321 , 12513.6141901767 
 322 , 12533.2735384902 
 323 , 12555.222311462 
 324 , 12581.1676642305 
 325 , 12612.4394268201 
 326 , 12644.5667104985 
 327 , 12667.5008537256 
 328 , 12673.1434701189 
 329 , 12667.7020831745 
 330 , 12663.1518874241 
 331 , 12667.8340028386 
 332 , 12680.971789987 
 333 , 12700.4426289504 
 334 , 12725.4672701182 
 335 , 12756.6650350199 
 336 , 12793.8502085072 
 337 , 12830.6150194011 
 338 , 12857.8510462407 
 339 , 12870.8561166023 
 340 , 12876.698181209 
 341 , 12884.1321546727 
 342 , 12895.0749412383 
 343 , 12903.9711094098 
 344 , 12905.5353326089 
 345 , 12899.34630046 
 346 , 12887.1907525225 
 347 , 12872.3647893324 
 348 , 12862.2814573426 
 349 , 12864.7720961336 
 350 , 12879.7362521142 
 351 , 12898.2534593089 
 352 , 12912.3968001137 
 353 , 12925.2304745181 
 354 , 12944.8351681316 
 355 , 12975.1447190992 
 356 , 13008.6692442146 
 357 , 13036.219693699 
 358 , 13055.1189185851 
 359 , 13069.8333074569 
 360 , 13084.957350624 
 361 , 13103.348106561 
 362 , 13127.0872393642 
 363 , 13157.4590588815 
 364 , 13193.6552133023 
 365 , 13234.4643625211 
 366 , 13277.1130782498 
 367 , 13317.1889131208 
 368 , 13350.4502839706 
 369 , 13374.3608246345 
 370 , 13387.1104518631 
 371 , 13390.4439032967 
 372 , 13394.8258972172 
 373 , 13411.4917061531 
 374 , 13439.7778496503 
 375 , 13467.4423952102 
 376 , 13484.0702119717 
 377 , 13493.5245560286 
 378 , 13505.1060054886 
 379 , 13523.793894737 
 380 , 13544.9814900847 
 381 , 13562.9956955301 
 382 , 13576.1587892658 
 383 , 13586.28880327 
 384 , 13595.5722862131 
 385 , 13607.5481320147 
 386 , 13626.1829006811 
 387 , 13652.2816983592 
 388 , 13680.5348405557 
 389 , 13705.2901824944 
 390 , 13726.1526121118 
 391 , 13746.734793193 
 392 , 13769.8609874301 
 393 , 13794.3098944006 
 394 , 13817.7225735044 
 395 , 13838.5988064043 
 396 , 13856.8481198746 
 397 , 13872.7694103764 
 398 , 13889.6512798354 
 399 , 13912.7042784929 
 400 , 13944.7519400663 
 401 , 13979.6518495797 
 402 , 14009.3417824791 
 403 , 14032.4885234643 
 404 , 14056.8744499723 
 405 , 14089.4881916612 
 406 , 14124.5158753429 
 407 , 14149.4497753747 
 408 , 14158.4386798979 
 409 , 14165.2721081065 
 410 , 14186.842344088 
 411 , 14227.4413474487 
 412 , 14277.6640342555 
 413 , 14327.5865302867 
 414 , 14368.4209471581 
 415 , 14391.8781474308 
 416 , 14397.0342817491 
 417 , 14399.526277588 
 418 , 14416.1231274574 
 419 , 14444.0076867994 
 420 , 14463.7786680869 
 421 , 14460.8173662472 
 422 , 14446.5830903323 
 423 , 14440.4156927193 
 424 , 14452.6056765192 
 425 , 14478.1288518037 
 426 , 14510.5243667673 
 427 , 14543.8263393909 
 428 , 14572.3845945983 
 429 , 14592.7682156262 
 430 , 14609.3360747824 
 431 , 14628.0242301528 
 432 , 14649.9826018826 
 433 , 14670.398480288 
 434 , 14684.7914571939 
 435 , 14694.0663350936 
 436 , 14701.6078806619 
 437 , 14710.7079087184 
 438 , 14724.3974679303 
 439 , 14745.4537281443 
 440 , 14772.5865802172 
 441 , 14800.8692042304 
 442 , 14826.3794393732 
 443 , 14850.940802013 
 444 , 14878.1398167004 
 445 , 14907.3841885437 
 446 , 14931.0098159094 
 447 , 14941.6831622397 
 448 , 14943.244798021 
 449 , 14946.4627904356 
 450 , 14959.1195810312 
 451 , 14978.7814236093 
 452 , 15000.8889240942 
 453 , 15020.3865984519 
 454 , 15031.6494096822 
 455 , 15031.1623368346 
 456 , 15029.7130436001 
 457 , 15043.8882450747 
 458 , 15079.9964058467 
 459 , 15122.4934220653 
 460 , 15154.1961138957 
 461 , 15174.8034922796 
 462 , 15196.8333317912 
 463 , 15228.4871542802 
 464 , 15259.0770106369 
 465 , 15273.4305644489 
 466 , 15270.3559775671 
 467 , 15267.6164607923 
 468 , 15281.7315412343 
 469 , 15308.4339207347 
 470 , 15333.4842105338 
 471 , 15348.5609221377 
 472 , 15359.9707004234 
 473 , 15375.8905904449 
 474 , 15398.8151232565 
 475 , 15426.3968047447 
 476 , 15455.2486531157 
 477 , 15477.949903209 
 478 , 15486.0958159991 
 479 , 15479.9328733275 
 480 , 15472.4403855908 
 481 , 15476.216286215 
 482 , 15491.6808016277 
 483 , 15512.9944321214 
 484 , 15535.5256349376 
 485 , 15557.8861458467 
 486 , 15579.329467648 
 487 , 15601.4439799898 
 488 , 15627.8689725962 
 489 , 15661.3332167528 
 490 , 15700.0256052518 
 491 , 15740.7856577121 
 492 , 15778.5812007975 
 493 , 15805.6349355042 
 494 , 15815.5862104091 
 495 , 15815.9270389055 
 496 , 15821.1039285674 
 497 , 15838.7109736864 
 498 , 15859.2660358493 
 499 , 15871.3843054381 
 500 , 15875.3400666053 
 501 , 15881.1107258903 
 502 , 15896.1185369407 
 503 , 15915.6150712752 
 504 , 15931.7521078902 
 505 , 15942.8654715326 
 506 , 15955.5920622635 
 507 , 15976.1765595456 
 508 , 16003.6156403631 
 509 , 16033.6286111314 
 510 , 16059.7522937169 
 511 , 16070.822066078 
 512 , 16056.4490917951 
 513 , 16025.2793978309 
 514 , 15999.7466074098 
 515 , 15998.0950613635 
 516 , 16022.490624789 
 517 , 16071.2063615923 
 518 , 16133.7908511219 
 519 , 16189.9342542273 
 520 , 16222.4260865179 
 521 , 16235.5623922607 
 522 , 16241.476544673 
 523 , 16247.4832594625 
 524 , 16252.4486509593 
 525 , 16254.8832716884 
 526 , 16258.2822266025 
 527 , 16269.0144484653 
 528 , 16290.6928244862 
 529 , 16319.303815285 
 530 , 16349.5824157967 
 531 , 16376.9838783609 
 532 , 16397.5941009134 
 533 , 16409.716532328 
 534 , 16421.1446563277 
 535 , 16441.9806105455 
 536 , 16472.3884001552 
 537 , 16499.5858802815 
 538 , 16512.4420488146 
 539 , 16517.0313645976 
 540 , 16526.5710626242 
 541 , 16548.7856743478 
 542 , 16580.7468154329 
 543 , 16618.1945606764 
 544 , 16655.5849251502 
 545 , 16686.5776031838 
 546 , 16706.6370948586 
 547 , 16716.4652624642 
 548 , 16718.1838047172 
 549 , 16723.1041982207 
 550 , 16750.7860320868 
 551 , 16812.4094122291 
 552 , 16881.6219406112 
 553 , 16922.6420220014 
 554 , 16926.5806940448 
 555 , 16918.8150247267 
 556 , 16924.131201379 
 557 , 16949.1169123651 
