11-20-2017,19:37:13
Wavenumber(cm-1),Intensity
 250 , 10 
 251 , 10 
 252 , 10 
 253 , 10 
 254 , 10 
 255 , 4.427734375 
 256 ,-9.537109375 
 257 ,-12.0390625 
 258 , 0.564453125 
 259 , 17.26953125 
 260 , 24.048828125 
 261 , 16.337890625 
 262 , 3.2734375 
 263 ,-4.478515625 
 264 ,-3.57421875 
 265 , 1.634765625 
 266 , 6.21484375 
 267 , 9.62109375 
 268 , 11.97265625 
 269 , 13.115234375 
 270 , 14.14453125 
 271 , 16.62890625 
 272 , 22.611328125 
 273 , 32.19921875 
 274 , 44.7109375 
 275 , 56.892578125 
 276 , 64.294921875 
 277 , 63.966796875 
 278 , 60.78515625 
 279 , 61.919921875 
 280 , 71.166015625 
 281 , 85.7890625 
 282 , 102.419921875 
 283 , 119.912109375 
 284 , 139.083984375 
 285 , 160.7421875 
 286 , 182.873046875 
 287 , 201.9140625 
 288 , 214.18359375 
 289 , 219.59375 
 290 , 219.23828125 
 291 , 214.8203125 
 292 , 206.822265625 
 293 , 194.865234375 
 294 , 174.80859375 
 295 , 141.072265625 
 296 , 94.1640625 
 297 , 52.2734375 
 298 , 36.50390625 
 299 , 50.072265625 
 300 , 72.158203125 
 301 , 81.787109375 
 302 , 74.203125 
 303 , 55.732421875 
 304 , 33.5390625 
 305 , 15.396484375 
 306 , 8.642578125 
 307 , 15.642578125 
 308 , 33.26953125 
 309 , 58.353515625 
 310 , 86.357421875 
 311 , 109.8515625 
 312 , 122.35546875 
 313 , 126.890625 
 314 , 129.509765625 
 315 , 134.896484375 
 316 , 143.12890625 
 317 , 153.365234375 
 318 , 162.171875 
 319 , 164.51171875 
 320 , 156.9453125 
 321 , 146.41796875 
 322 , 143.869140625 
 323 , 156.884765625 
 324 , 183.375 
 325 , 219.408203125 
 326 , 257.01171875 
 327 , 285.021484375 
 328 , 294.990234375 
 329 , 296.53515625 
 330 , 306.4765625 
 331 , 332.521484375 
 332 , 359.951171875 
 333 , 371.3046875 
 334 , 365.580078125 
