nm,Abs,
600.00,  0.037,
599.00,  0.038,
598.00,  0.039,
597.00,  0.040,
596.00,  0.041,
595.00,  0.041,
594.00,  0.042,
593.00,  0.043,
592.00,  0.044,
591.00,  0.045,
590.00,  0.045,
589.00,  0.046,
588.00,  0.047,
587.00,  0.048,
586.00,  0.049,
585.00,  0.050,
584.00,  0.050,
583.00,  0.052,
582.00,  0.052,
581.00,  0.054,
580.00,  0.054,
579.00,  0.055,
578.00,  0.056,
577.00,  0.057,
576.00,  0.058,
575.00,  0.058,
574.00,  0.059,
573.00,  0.060,
572.00,  0.061,
571.00,  0.062,
570.00,  0.062,
569.00,  0.063,
568.00,  0.064,
567.00,  0.065,
566.00,  0.066,
565.00,  0.066,
564.00,  0.067,
563.00,  0.068,
562.00,  0.068,
561.00,  0.069,
560.00,  0.070,
559.00,  0.071,
558.00,  0.072,
557.00,  0.073,
556.00,  0.073,
555.00,  0.074,
554.00,  0.075,
553.00,  0.075,
552.00,  0.076,
551.00,  0.077,
550.00,  0.077,
549.00,  0.078,
548.00,  0.079,
547.00,  0.079,
546.00,  0.080,
545.00,  0.081,
544.00,  0.082,
543.00,  0.082,
542.00,  0.083,
541.00,  0.084,
540.00,  0.084,
539.00,  0.086,
538.00,  0.086,
537.00,  0.087,
536.00,  0.088,
535.00,  0.089,
534.00,  0.089,
533.00,  0.090,
532.00,  0.091,
531.00,  0.091,
530.00,  0.092,
529.00,  0.092,
528.00,  0.093,
527.00,  0.093,
526.00,  0.094,
525.00,  0.094,
524.00,  0.094,
523.00,  0.095,
522.00,  0.095,
521.00,  0.096,
520.00,  0.096,
519.00,  0.097,
518.00,  0.097,
517.00,  0.098,
516.00,  0.098,
515.00,  0.098,
514.00,  0.098,
513.00,  0.098,
512.00,  0.098,
511.00,  0.099,
510.00,  0.099,
509.00,  0.099,
508.00,  0.099,
507.00,  0.099,
506.00,  0.099,
505.00,  0.099,
504.00,  0.099,
503.00,  0.099,
502.00,  0.099,
501.00,  0.099,
500.00,  0.099,
499.00,  0.099,
498.00,  0.099,
497.00,  0.099,
496.00,  0.099,
495.00,  0.098,
494.00,  0.098,
493.00,  0.098,
492.00,  0.098,
491.00,  0.098,
490.00,  0.097,
489.00,  0.097,
488.00,  0.097,
487.00,  0.097,
486.00,  0.097,
485.00,  0.097,
484.00,  0.097,
483.00,  0.097,
482.00,  0.097,
481.00,  0.096,
480.00,  0.097,
479.00,  0.096,
478.00,  0.096,
477.00,  0.096,
476.00,  0.096,
475.00,  0.096,
474.00,  0.096,
473.00,  0.096,
472.00,  0.096,
471.00,  0.096,
470.00,  0.096,
469.00,  0.096,
468.00,  0.096,
467.00,  0.096,
466.00,  0.096,
465.00,  0.096,
464.00,  0.096,
463.00,  0.096,
462.00,  0.096,
461.00,  0.096,
460.00,  0.096,
459.00,  0.096,
458.00,  0.097,
457.00,  0.097,
456.00,  0.097,
455.00,  0.097,
454.00,  0.097,
453.00,  0.097,
452.00,  0.097,
451.00,  0.097,
450.00,  0.097,
449.00,  0.097,
448.00,  0.098,
447.00,  0.098,
446.00,  0.098,
445.00,  0.098,
444.00,  0.098,
443.00,  0.098,
442.00,  0.098,
441.00,  0.099,
440.00,  0.099,
439.00,  0.099,
438.00,  0.099,
437.00,  0.099,
436.00,  0.100,
435.00,  0.099,
434.00,  0.100,
433.00,  0.100,
432.00,  0.100,
431.00,  0.100,
430.00,  0.100,
429.00,  0.100,
428.00,  0.100,
427.00,  0.100,
426.00,  0.100,
425.00,  0.101,
424.00,  0.101,
423.00,  0.101,
422.00,  0.101,
421.00,  0.101,
420.00,  0.101,
419.00,  0.102,
418.00,  0.102,
417.00,  0.103,
416.00,  0.103,
415.00,  0.102,
414.00,  0.103,
413.00,  0.103,
412.00,  0.104,
411.00,  0.105,
410.00,  0.105,
409.00,  0.106,
408.00,  0.106,
407.00,  0.107,
406.00,  0.107,
405.00,  0.108,
404.00,  0.109,
403.00,  0.109,
402.00,  0.110,
401.00,  0.111,
400.00,  0.112,
399.00,  0.113,
398.00,  0.114,
397.00,  0.115,
396.00,  0.116,
395.00,  0.118,
394.00,  0.119,
393.00,  0.121,
392.00,  0.122,
391.00,  0.123,
390.00,  0.125,
389.00,  0.126,
388.00,  0.128,
387.00,  0.130,
386.00,  0.131,
385.00,  0.133,
384.00,  0.136,
383.00,  0.137,
382.00,  0.139,
381.00,  0.141,
380.00,  0.143,
379.00,  0.145,
378.00,  0.147,
377.00,  0.150,
376.00,  0.152,
375.00,  0.154,
374.00,  0.157,
373.00,  0.160,
372.00,  0.163,
371.00,  0.167,
370.00,  0.170,
369.00,  0.174,
368.00,  0.178,
367.00,  0.182,
366.00,  0.186,
365.00,  0.188,
364.00,  0.195,
363.00,  0.197,
362.00,  0.204,
361.00,  0.210,
360.00,  0.217,
359.00,  0.223,
358.00,  0.231,
357.00,  0.234,
356.00,  0.240,
355.00,  0.245,
354.00,  0.255,
353.00,  0.262,
352.00,  0.273,
351.00,  0.281,
350.00,  0.293,
349.00,  0.301,
348.00,  0.303,
347.00,  0.323,
346.00,  0.324,
345.00,  0.345,
344.00,  0.355,
343.00,  0.370,
342.00,  0.382,
341.00,  0.388,
340.00,  0.398,
339.00,  0.411,
338.00,  0.432,
337.00,  0.452,
336.00,  0.458,
335.00,  0.468,
334.00,  0.477,
333.00,  0.482,
332.00,  0.502,
331.00,  0.508,
330.00,  0.521,
329.00,  0.525,
328.00,  0.545,
327.00,  0.552,
326.00,  0.556,
325.00,  0.570,
324.00,  0.575,
323.00,  0.591,
322.00,  0.592,
321.00,  0.606,
320.00,  0.617,
319.00,  0.631,
318.00,  0.635,
317.00,  0.652,
316.00,  0.657,
315.00,  0.671,
314.00,  0.681,
313.00,  0.695,
312.00,  0.695,
311.00,  0.720,
310.00,  0.724,
309.00,  0.737,
308.00,  0.743,
307.00,  0.761,
306.00,  0.755,
305.00,  0.779,
304.00,  0.784,
303.00,  0.797,
302.00,  0.802,
301.00,  0.819,
300.00,  0.832,
299.00,  0.837,
298.00,  0.854,
297.00,  0.870,
296.00,  0.899,
295.00,  0.956,
294.00,  0.988,
293.00,  1.027,
292.00,  1.065,
291.00,  1.112,
290.00,  1.175,
289.00,  1.243,
288.00,  1.309,
287.00,  1.370,
286.00,  1.433,
285.00,  1.476,
284.00,  1.515,
283.00,  1.549,
282.00,  1.576,
281.00,  1.597,
280.00,  1.608,
279.00,  1.615,
278.00,  1.617,
277.00,  1.615,
276.00,  1.610,
275.00,  1.603,
274.00,  1.592,
273.00,  1.573,
272.00,  1.552,
271.00,  1.526,
270.00,  1.499,
269.00,  1.468,
268.00,  1.438,
267.00,  1.412,
266.00,  1.396,
265.00,  1.364,
264.00,  1.339,
263.00,  1.316,
262.00,  1.298,
261.00,  1.285,
260.00,  1.277,
259.00,  1.274,
258.00,  1.278,
257.00,  1.286,
256.00,  1.302,
255.00,  1.324,
254.00,  1.363,
253.00,  1.407,
252.00,  1.464,
251.00,  1.533,
250.00,  1.615,
249.00,  1.713,
248.00,  1.830,
247.00,  1.969,
246.00,  2.122,
245.00,  2.285,
244.00,  2.461,
243.00,  2.608,
242.00,  2.775,
241.00,  2.911,
240.00,  3.064,
239.00,  3.164,
238.00,  3.200,
237.00,  3.256,
236.00,  3.341,
235.00,  3.472,
234.00,  3.417,
233.00,  3.437,
232.00,  3.364,
231.00,  3.352,
230.00,  3.487,
229.00,  3.436,
228.00,  3.432,
227.00,  3.389,
226.00,  3.346,
225.00,  3.408,
224.00,  3.451,
223.00,  3.401,
222.00,  3.242,
221.00,  3.454,
220.00,  3.369,
219.00,  3.312,
218.00,  3.410,
217.00,  3.243,
216.00,  3.201,
215.00,  3.304,
214.00,  3.352,
213.00,  3.230,
212.00,  3.253,
211.00,  3.181,
210.00,  3.179,
209.00,  3.167,
208.00,  3.276,
207.00,  3.183,
206.00,  3.103,
205.00,  3.081,
204.00,  3.191,
203.00,  3.105,
202.00,  2.947,
201.00,  3.033,
200.00,  2.919,
199.00,  3.015,
198.00,  2.863,
197.00,  2.855,
196.00,  2.920,
195.00,  2.739,
194.00,  2.662,
193.00,  2.583,
192.00,  2.452,
191.00,  2.386,
190.00,  2.233,
