nm,Abs,
600.00,  0.042,
599.00,  0.043,
598.00,  0.044,
597.00,  0.045,
596.00,  0.045,
595.00,  0.046,
594.00,  0.047,
593.00,  0.048,
592.00,  0.049,
591.00,  0.050,
590.00,  0.051,
589.00,  0.052,
588.00,  0.053,
587.00,  0.054,
586.00,  0.054,
585.00,  0.055,
584.00,  0.056,
583.00,  0.058,
582.00,  0.059,
581.00,  0.060,
580.00,  0.060,
579.00,  0.061,
578.00,  0.062,
577.00,  0.063,
576.00,  0.064,
575.00,  0.065,
574.00,  0.066,
573.00,  0.067,
572.00,  0.067,
571.00,  0.069,
570.00,  0.069,
569.00,  0.070,
568.00,  0.071,
567.00,  0.072,
566.00,  0.073,
565.00,  0.074,
564.00,  0.074,
563.00,  0.075,
562.00,  0.076,
561.00,  0.077,
560.00,  0.077,
559.00,  0.078,
558.00,  0.079,
557.00,  0.080,
556.00,  0.081,
555.00,  0.082,
554.00,  0.083,
553.00,  0.083,
552.00,  0.084,
551.00,  0.085,
550.00,  0.086,
549.00,  0.086,
548.00,  0.087,
547.00,  0.088,
546.00,  0.089,
545.00,  0.089,
544.00,  0.091,
543.00,  0.091,
542.00,  0.092,
541.00,  0.093,
540.00,  0.094,
539.00,  0.094,
538.00,  0.095,
537.00,  0.096,
536.00,  0.097,
535.00,  0.098,
534.00,  0.099,
533.00,  0.099,
532.00,  0.100,
531.00,  0.101,
530.00,  0.101,
529.00,  0.101,
528.00,  0.103,
527.00,  0.103,
526.00,  0.104,
525.00,  0.104,
524.00,  0.104,
523.00,  0.105,
522.00,  0.105,
521.00,  0.106,
520.00,  0.106,
519.00,  0.106,
518.00,  0.107,
517.00,  0.107,
516.00,  0.107,
515.00,  0.107,
514.00,  0.108,
513.00,  0.108,
512.00,  0.108,
511.00,  0.108,
510.00,  0.108,
509.00,  0.109,
508.00,  0.108,
507.00,  0.108,
506.00,  0.108,
505.00,  0.108,
504.00,  0.108,
503.00,  0.108,
502.00,  0.108,
501.00,  0.108,
500.00,  0.108,
499.00,  0.107,
498.00,  0.107,
497.00,  0.107,
496.00,  0.107,
495.00,  0.107,
494.00,  0.107,
493.00,  0.107,
492.00,  0.107,
491.00,  0.106,
490.00,  0.106,
489.00,  0.106,
488.00,  0.106,
487.00,  0.105,
486.00,  0.106,
485.00,  0.106,
484.00,  0.105,
483.00,  0.105,
482.00,  0.105,
481.00,  0.105,
480.00,  0.105,
479.00,  0.105,
478.00,  0.105,
477.00,  0.105,
476.00,  0.104,
475.00,  0.104,
474.00,  0.105,
473.00,  0.105,
472.00,  0.104,
471.00,  0.104,
470.00,  0.104,
469.00,  0.104,
468.00,  0.105,
467.00,  0.104,
466.00,  0.104,
465.00,  0.104,
464.00,  0.104,
463.00,  0.104,
462.00,  0.104,
461.00,  0.104,
460.00,  0.104,
459.00,  0.104,
458.00,  0.104,
457.00,  0.104,
456.00,  0.105,
455.00,  0.105,
454.00,  0.105,
453.00,  0.104,
452.00,  0.105,
451.00,  0.105,
450.00,  0.105,
449.00,  0.105,
448.00,  0.105,
447.00,  0.105,
446.00,  0.105,
445.00,  0.105,
444.00,  0.105,
443.00,  0.105,
442.00,  0.105,
441.00,  0.106,
440.00,  0.105,
439.00,  0.106,
438.00,  0.106,
437.00,  0.106,
436.00,  0.106,
435.00,  0.106,
434.00,  0.106,
433.00,  0.106,
432.00,  0.106,
431.00,  0.106,
430.00,  0.106,
429.00,  0.106,
428.00,  0.106,
427.00,  0.106,
426.00,  0.107,
425.00,  0.106,
424.00,  0.106,
423.00,  0.107,
422.00,  0.107,
421.00,  0.107,
420.00,  0.107,
419.00,  0.107,
418.00,  0.108,
417.00,  0.108,
416.00,  0.108,
415.00,  0.109,
414.00,  0.109,
413.00,  0.109,
412.00,  0.110,
411.00,  0.111,
410.00,  0.111,
409.00,  0.112,
408.00,  0.113,
407.00,  0.113,
406.00,  0.114,
405.00,  0.115,
404.00,  0.116,
403.00,  0.116,
402.00,  0.117,
401.00,  0.119,
400.00,  0.120,
399.00,  0.121,
398.00,  0.122,
397.00,  0.123,
396.00,  0.125,
395.00,  0.126,
394.00,  0.128,
393.00,  0.130,
392.00,  0.132,
391.00,  0.133,
390.00,  0.136,
389.00,  0.137,
388.00,  0.140,
387.00,  0.142,
386.00,  0.144,
385.00,  0.146,
384.00,  0.149,
383.00,  0.151,
382.00,  0.153,
381.00,  0.155,
380.00,  0.158,
379.00,  0.160,
378.00,  0.162,
377.00,  0.165,
376.00,  0.168,
375.00,  0.171,
374.00,  0.174,
373.00,  0.178,
372.00,  0.182,
371.00,  0.186,
370.00,  0.190,
369.00,  0.194,
368.00,  0.199,
367.00,  0.204,
366.00,  0.207,
365.00,  0.213,
364.00,  0.218,
363.00,  0.223,
362.00,  0.231,
361.00,  0.230,
360.00,  0.252,
359.00,  0.251,
358.00,  0.264,
357.00,  0.265,
356.00,  0.267,
355.00,  0.279,
354.00,  0.294,
353.00,  0.296,
352.00,  0.309,
351.00,  0.323,
350.00,  0.329,
349.00,  0.333,
348.00,  0.350,
347.00,  0.365,
346.00,  0.379,
345.00,  0.394,
344.00,  0.414,
343.00,  0.429,
342.00,  0.434,
341.00,  0.445,
340.00,  0.455,
339.00,  0.473,
338.00,  0.492,
337.00,  0.510,
336.00,  0.521,
335.00,  0.539,
334.00,  0.543,
333.00,  0.554,
332.00,  0.563,
331.00,  0.580,
330.00,  0.593,
329.00,  0.604,
328.00,  0.614,
327.00,  0.631,
326.00,  0.629,
325.00,  0.642,
324.00,  0.662,
323.00,  0.673,
322.00,  0.670,
321.00,  0.684,
320.00,  0.706,
319.00,  0.710,
318.00,  0.713,
317.00,  0.731,
316.00,  0.749,
315.00,  0.755,
314.00,  0.759,
313.00,  0.774,
312.00,  0.786,
311.00,  0.789,
310.00,  0.799,
309.00,  0.814,
308.00,  0.821,
307.00,  0.821,
306.00,  0.838,
305.00,  0.858,
304.00,  0.850,
303.00,  0.865,
302.00,  0.889,
301.00,  0.888,
300.00,  0.904,
299.00,  0.904,
298.00,  0.928,
297.00,  0.954,
296.00,  0.942,
295.00,  1.006,
294.00,  1.032,
293.00,  1.063,
292.00,  1.091,
291.00,  1.127,
290.00,  1.175,
289.00,  1.226,
288.00,  1.276,
287.00,  1.323,
286.00,  1.370,
285.00,  1.405,
284.00,  1.433,
283.00,  1.459,
282.00,  1.478,
281.00,  1.491,
280.00,  1.501,
279.00,  1.505,
278.00,  1.509,
277.00,  1.507,
276.00,  1.503,
275.00,  1.498,
274.00,  1.486,
273.00,  1.473,
272.00,  1.459,
271.00,  1.440,
270.00,  1.417,
269.00,  1.394,
268.00,  1.372,
267.00,  1.352,
266.00,  1.338,
265.00,  1.314,
264.00,  1.296,
263.00,  1.279,
262.00,  1.268,
261.00,  1.260,
260.00,  1.256,
259.00,  1.258,
258.00,  1.265,
257.00,  1.278,
256.00,  1.296,
255.00,  1.322,
254.00,  1.364,
253.00,  1.407,
252.00,  1.463,
251.00,  1.528,
250.00,  1.606,
249.00,  1.698,
248.00,  1.806,
247.00,  1.929,
246.00,  2.061,
245.00,  2.213,
244.00,  2.367,
243.00,  2.538,
242.00,  2.687,
241.00,  2.810,
240.00,  2.966,
239.00,  3.072,
238.00,  3.179,
237.00,  3.261,
236.00,  3.337,
235.00,  3.393,
234.00,  3.384,
233.00,  3.502,
232.00,  3.497,
231.00,  3.603,
230.00,  3.547,
229.00,  3.515,
228.00,  3.611,
227.00,  3.555,
226.00,  3.680,
225.00,  3.727,
224.00,  3.803,
223.00,  3.666,
222.00,  3.702,
221.00,  3.602,
220.00,  3.908,
219.00,  3.666,
218.00,  3.560,
217.00,  3.507,
216.00,  3.416,
215.00,  3.470,
214.00,  3.502,
213.00,  3.383,
212.00,  3.400,
211.00,  3.322,
210.00,  3.273,
209.00,  3.250,
208.00,  3.369,
207.00,  3.174,
206.00,  3.322,
205.00,  3.156,
204.00,  3.106,
203.00,  3.287,
202.00,  3.222,
201.00,  3.040,
200.00,  3.137,
199.00,  3.160,
198.00,  2.890,
197.00,  3.021,
196.00,  2.815,
195.00,  3.066,
194.00,  2.818,
193.00,  2.602,
192.00,  2.546,
191.00,  2.477,
190.00,  2.242,
