nm,Abs,
600.00,  0.028,
599.00,  0.028,
598.00,  0.029,
597.00,  0.029,
596.00,  0.030,
595.00,  0.030,
594.00,  0.031,
593.00,  0.032,
592.00,  0.032,
591.00,  0.033,
590.00,  0.034,
589.00,  0.034,
588.00,  0.035,
587.00,  0.035,
586.00,  0.036,
585.00,  0.037,
584.00,  0.038,
583.00,  0.038,
582.00,  0.039,
581.00,  0.040,
580.00,  0.040,
579.00,  0.041,
578.00,  0.041,
577.00,  0.042,
576.00,  0.043,
575.00,  0.043,
574.00,  0.044,
573.00,  0.045,
572.00,  0.045,
571.00,  0.046,
570.00,  0.046,
569.00,  0.047,
568.00,  0.048,
567.00,  0.048,
566.00,  0.049,
565.00,  0.050,
564.00,  0.050,
563.00,  0.051,
562.00,  0.051,
561.00,  0.052,
560.00,  0.053,
559.00,  0.054,
558.00,  0.054,
557.00,  0.055,
556.00,  0.055,
555.00,  0.056,
554.00,  0.057,
553.00,  0.058,
552.00,  0.058,
551.00,  0.059,
550.00,  0.059,
549.00,  0.060,
548.00,  0.061,
547.00,  0.061,
546.00,  0.062,
545.00,  0.063,
544.00,  0.063,
543.00,  0.064,
542.00,  0.065,
541.00,  0.066,
540.00,  0.066,
539.00,  0.067,
538.00,  0.068,
537.00,  0.068,
536.00,  0.069,
535.00,  0.070,
534.00,  0.071,
533.00,  0.071,
532.00,  0.072,
531.00,  0.072,
530.00,  0.073,
529.00,  0.074,
528.00,  0.075,
527.00,  0.075,
526.00,  0.075,
525.00,  0.076,
524.00,  0.077,
523.00,  0.077,
522.00,  0.077,
521.00,  0.078,
520.00,  0.078,
519.00,  0.079,
518.00,  0.079,
517.00,  0.080,
516.00,  0.080,
515.00,  0.080,
514.00,  0.081,
513.00,  0.081,
512.00,  0.081,
511.00,  0.082,
510.00,  0.082,
509.00,  0.082,
508.00,  0.083,
507.00,  0.083,
506.00,  0.083,
505.00,  0.083,
504.00,  0.083,
503.00,  0.083,
502.00,  0.084,
501.00,  0.084,
500.00,  0.084,
499.00,  0.084,
498.00,  0.084,
497.00,  0.084,
496.00,  0.085,
495.00,  0.085,
494.00,  0.085,
493.00,  0.085,
492.00,  0.085,
491.00,  0.085,
490.00,  0.085,
489.00,  0.085,
488.00,  0.086,
487.00,  0.086,
486.00,  0.086,
485.00,  0.087,
484.00,  0.086,
483.00,  0.087,
482.00,  0.087,
481.00,  0.087,
480.00,  0.087,
479.00,  0.088,
478.00,  0.088,
477.00,  0.088,
476.00,  0.089,
475.00,  0.089,
474.00,  0.089,
473.00,  0.089,
472.00,  0.089,
471.00,  0.090,
470.00,  0.090,
469.00,  0.090,
468.00,  0.091,
467.00,  0.091,
466.00,  0.092,
465.00,  0.091,
464.00,  0.092,
463.00,  0.092,
462.00,  0.093,
461.00,  0.093,
460.00,  0.093,
459.00,  0.093,
458.00,  0.094,
457.00,  0.094,
456.00,  0.095,
455.00,  0.095,
454.00,  0.095,
453.00,  0.095,
452.00,  0.096,
451.00,  0.096,
450.00,  0.097,
449.00,  0.097,
448.00,  0.097,
447.00,  0.098,
446.00,  0.098,
445.00,  0.098,
444.00,  0.099,
443.00,  0.099,
442.00,  0.099,
441.00,  0.100,
440.00,  0.100,
439.00,  0.100,
438.00,  0.101,
437.00,  0.101,
436.00,  0.102,
435.00,  0.102,
434.00,  0.102,
433.00,  0.103,
432.00,  0.103,
431.00,  0.103,
430.00,  0.104,
429.00,  0.104,
428.00,  0.104,
427.00,  0.105,
426.00,  0.105,
425.00,  0.106,
424.00,  0.106,
423.00,  0.106,
422.00,  0.107,
421.00,  0.107,
420.00,  0.108,
419.00,  0.109,
418.00,  0.109,
417.00,  0.110,
416.00,  0.110,
415.00,  0.111,
414.00,  0.112,
413.00,  0.112,
412.00,  0.114,
411.00,  0.114,
410.00,  0.115,
409.00,  0.116,
408.00,  0.117,
407.00,  0.119,
406.00,  0.119,
405.00,  0.120,
404.00,  0.122,
403.00,  0.123,
402.00,  0.124,
401.00,  0.125,
400.00,  0.126,
399.00,  0.129,
398.00,  0.130,
397.00,  0.132,
396.00,  0.133,
395.00,  0.135,
394.00,  0.137,
393.00,  0.139,
392.00,  0.141,
391.00,  0.143,
390.00,  0.145,
389.00,  0.147,
388.00,  0.150,
387.00,  0.153,
386.00,  0.155,
385.00,  0.157,
384.00,  0.160,
383.00,  0.163,
382.00,  0.165,
381.00,  0.167,
380.00,  0.170,
379.00,  0.173,
378.00,  0.176,
377.00,  0.179,
376.00,  0.182,
375.00,  0.186,
374.00,  0.189,
373.00,  0.192,
372.00,  0.197,
371.00,  0.201,
370.00,  0.206,
369.00,  0.211,
368.00,  0.215,
367.00,  0.220,
366.00,  0.225,
365.00,  0.232,
364.00,  0.238,
363.00,  0.246,
362.00,  0.251,
361.00,  0.250,
360.00,  0.261,
359.00,  0.275,
358.00,  0.275,
357.00,  0.295,
356.00,  0.304,
355.00,  0.301,
354.00,  0.316,
353.00,  0.318,
352.00,  0.330,
351.00,  0.347,
350.00,  0.360,
349.00,  0.367,
348.00,  0.379,
347.00,  0.396,
346.00,  0.406,
345.00,  0.424,
344.00,  0.441,
343.00,  0.459,
342.00,  0.467,
341.00,  0.473,
340.00,  0.492,
339.00,  0.505,
338.00,  0.518,
337.00,  0.540,
336.00,  0.557,
335.00,  0.558,
334.00,  0.573,
333.00,  0.592,
332.00,  0.597,
331.00,  0.614,
330.00,  0.621,
329.00,  0.637,
328.00,  0.638,
327.00,  0.650,
326.00,  0.664,
325.00,  0.672,
324.00,  0.686,
323.00,  0.702,
322.00,  0.722,
321.00,  0.730,
320.00,  0.734,
319.00,  0.751,
318.00,  0.764,
317.00,  0.766,
316.00,  0.770,
315.00,  0.785,
314.00,  0.790,
313.00,  0.813,
312.00,  0.812,
311.00,  0.824,
310.00,  0.838,
309.00,  0.858,
308.00,  0.880,
307.00,  0.885,
306.00,  0.903,
305.00,  0.907,
304.00,  0.926,
303.00,  0.931,
302.00,  0.950,
301.00,  0.948,
300.00,  0.963,
299.00,  0.985,
298.00,  1.005,
297.00,  1.036,
296.00,  1.063,
295.00,  1.119,
294.00,  1.156,
293.00,  1.201,
292.00,  1.239,
291.00,  1.290,
290.00,  1.351,
289.00,  1.420,
288.00,  1.490,
287.00,  1.556,
286.00,  1.637,
285.00,  1.694,
284.00,  1.756,
283.00,  1.807,
282.00,  1.859,
281.00,  1.906,
280.00,  1.950,
279.00,  1.996,
278.00,  2.025,
277.00,  2.073,
276.00,  2.103,
275.00,  2.145,
274.00,  2.162,
273.00,  2.205,
272.00,  2.215,
271.00,  2.231,
270.00,  2.252,
269.00,  2.258,
268.00,  2.275,
267.00,  2.268,
266.00,  2.282,
265.00,  2.279,
264.00,  2.252,
263.00,  2.260,
262.00,  2.242,
261.00,  2.237,
260.00,  2.229,
259.00,  2.216,
258.00,  2.211,
257.00,  2.200,
256.00,  2.202,
255.00,  2.194,
254.00,  2.205,
253.00,  2.213,
252.00,  2.229,
251.00,  2.249,
250.00,  2.286,
249.00,  2.326,
248.00,  2.369,
247.00,  2.431,
246.00,  2.497,
245.00,  2.571,
244.00,  2.656,
243.00,  2.740,
242.00,  2.847,
241.00,  2.925,
240.00,  3.006,
239.00,  3.026,
238.00,  3.197,
237.00,  3.340,
236.00,  3.336,
235.00,  3.396,
234.00,  3.381,
233.00,  3.555,
232.00,  3.561,
231.00,  3.377,
230.00,  3.671,
229.00,  3.646,
228.00,  3.604,
227.00,  3.510,
226.00,  3.529,
225.00,  3.445,
224.00,  3.501,
223.00,  3.466,
222.00,  3.433,
221.00,  3.518,
220.00,  3.573,
219.00,  3.358,
218.00,  3.393,
217.00,  3.335,
216.00,  3.399,
215.00,  3.440,
214.00,  3.221,
213.00,  3.302,
212.00,  3.263,
211.00,  3.449,
210.00,  3.294,
209.00,  3.224,
208.00,  3.386,
207.00,  3.299,
206.00,  3.216,
205.00,  3.117,
204.00,  3.223,
203.00,  3.169,
202.00,  3.101,
201.00,  3.158,
200.00,  3.066,
199.00,  2.886,
198.00,  2.900,
197.00,  2.803,
196.00,  2.715,
195.00,  2.709,
194.00,  2.759,
193.00,  2.501,
192.00,  2.473,
191.00,  2.486,
190.00,  2.272,
