11-20-2017,17:05:01
Wavenumber(cm-1),Intensity
 250 , 24435.9024802589 
 251 , 24456.6999302973 
 252 , 24476.0101433371 
 253 , 24500.2268467084 
 254 , 24522.0306890709 
 255 , 24533.6284270483 
 256 , 24537.6402269421 
 257 , 24544.4317280847 
 258 , 24562.1473073743 
 259 , 24585.9325606986 
 260 , 24606.5798938594 
 261 , 24619.2121793973 
 262 , 24628.9279929182 
 263 , 24642.1337876882 
 264 , 24662.9261139172 
 265 , 24692.9603923937 
 266 , 24733.4314869114 
 267 , 24782.736307437 
 268 , 24837.9085132593 
 269 , 24894.8533900533 
 270 , 24945.7640485143 
 271 , 24982.2429887246 
 272 , 25004.9788178422 
 273 , 25027.8965334583 
 274 , 25064.8756409311 
 275 , 25116.4138799299 
 276 , 25174.0290542442 
 277 , 25230.6907863983 
 278 , 25286.9228510694 
 279 , 25345.4249557397 
 280 , 25405.4993183206 
 281 , 25459.7845871097 
 282 , 25500.5370112585 
 283 , 25527.3579644462 
 284 , 25546.3675001986 
 285 , 25563.4270294707 
 286 , 25581.3029772284 
 287 , 25601.5433219578 
 288 , 25624.8434975595 
 289 , 25649.7038896587 
 290 , 25674.3198001346 
 291 , 25698.1913114692 
 292 , 25722.299199993 
 293 , 25747.8459101152 
 294 , 25777.2417991863 
 295 , 25813.5081136433 
 296 , 25856.5621185152 
 297 , 25895.9918335224 
 298 , 25919.4708352547 
 299 , 25925.3853143427 
 300 , 25927.2097325684 
 301 , 25938.4312782688 
 302 , 25960.0043289914 
 303 , 25985.0379186734 
 304 , 26008.8829036152 
 305 , 26036.6891521467 
 306 , 26076.0311796472 
 307 , 26125.4530001001 
 308 , 26168.1548867694 
 309 , 26187.6384546273 
 310 , 26193.017785503 
 311 , 26212.5252250101 
 312 , 26267.8308180859 
 313 , 26345.4743444976 
 314 , 26421.1073209191 
 315 , 26480.611903916 
 316 , 26530.2542337938 
 317 , 26578.4302574537 
 318 , 26628.4665134489 
 319 , 26679.3256934987 
 320 , 26729.9562148048 
 321 , 26780.0545895187 
 322 , 26829.5755160038 
 323 , 26875.6572516844 
 324 , 26909.0554151773 
 325 , 26920.3781614683 
 326 , 26915.9290149059 
 327 , 26917.1036303331 
 328 , 26942.4088974974 
 329 , 26987.3442193087 
 330 , 27038.1304507106 
 331 , 27085.8203377271 
 332 , 27133.6008788102 
 333 , 27186.1934548686 
 334 , 27240.1716256072 
 335 , 27283.6263249695 
 336 , 27306.8931686314 
 337 , 27319.1866564918 
 338 , 27337.923246561 
 339 , 27371.4637801011 
 340 , 27403.9503451352 
 341 , 27416.1853673029 
 342 , 27406.6099430599 
 343 , 27392.940084121 
 344 , 27391.921328289 
 345 , 27405.7018316398 
 346 , 27429.8088298334 
 347 , 27459.1738335577 
 348 , 27487.1820150463 
 349 , 27507.1206747295 
 350 , 27516.9191374069 
 351 , 27519.6685760931 
 352 , 27519.5279892519 
 353 , 27526.6878305566 
 354 , 27554.0858182984 
 355 , 27608.6068835727 
 356 , 27680.5261769994 
 357 , 27757.4736149348 
 358 , 27831.7716112197 
 359 , 27900.8902367253 
 360 , 27963.2715642328 
 361 , 28022.5608916415 
 362 , 28084.7183792598 
 363 , 28154.2845810023 
 364 , 28232.0296232487 
 365 , 28317.756521201 
 366 , 28402.3992412111 
 367 , 28467.5859111755 
 368 , 28497.6478056041 
 369 , 28498.492516089 
 370 , 28485.0868589543 
 371 , 28472.7949635352 
 372 , 28477.8798290403 
 373 , 28515.9156748562 
 374 , 28584.4198403091 
 375 , 28663.338855401 
 376 , 28733.9548512916 
 377 , 28790.321898102 
 378 , 28831.3864134235 
 379 , 28858.089547287 
 380 , 28875.7645822474 
 381 , 28890.2722859851 
 382 , 28906.3543449153 
 383 , 28927.7733049822 
 384 , 28957.7525914713 
 385 , 28996.7841704402 
 386 , 29044.4475862146 
 387 , 29100.91309328 
 388 , 29167.4946705253 
 389 , 29244.8783970367 
 390 , 29322.5631240643 
 391 , 29381.518955944 
 392 , 29408.6085640611 
 393 , 29418.4783897162 
 394 , 29433.5294515268 
 395 , 29466.1529181764 
 396 , 29512.3076391047 
 397 , 29566.474360269 
 398 , 29623.6916321286 
 399 , 29679.3566145713 
 400 , 29729.8565216172 
 401 , 29775.226620074 
 402 , 29816.3526390114 
 403 , 29854.3495680386 
 404 , 29890.6429693361 
 405 , 29926.6638389937 
 406 , 29963.6953025214 
 407 , 30002.9431859264 
 408 , 30045.7078640421 
 409 , 30093.5682323994 
 410 , 30148.0920747658 
 411 , 30209.1881559228 
 412 , 30274.961822389 
 413 , 30342.830529221 
 414 , 30406.2242113607 
 415 , 30456.9615155114 
 416 , 30491.6584222055 
 417 , 30517.7307947714 
 418 , 30543.7876614681 
 419 , 30573.5559022202 
 420 , 30606.6285421908 
 421 , 30641.9562201686 
 422 , 30675.9738138234 
 423 , 30704.4214533361 
 424 , 30728.9516921233 
 425 , 30761.2210061276 
 426 , 30812.0772186105 
 427 , 30872.0597305815 
 428 , 30918.7614174927 
 429 , 30936.723617748 
 430 , 30935.668470709 
 431 , 30930.7184691162 
 432 , 30932.2330932411 
 433 , 30944.6380035242 
 434 , 30970.8731614109 
 435 , 31005.3859124003 
 436 , 31038.7249596279 
 437 , 31065.8129182666 
 438 , 31092.3682419991 
 439 , 31125.4955611173 
 440 , 31167.7203373075 
 441 , 31217.4736212628 
 442 , 31273.275462106 
 443 , 31334.8289168161 
 444 , 31402.150272469 
 445 , 31470.5658614294 
 446 , 31527.4663192741 
 447 , 31560.9551614704 
 448 , 31575.4431760506 
 449 , 31585.4516062377 
 450 , 31603.9518169267 
 451 , 31638.2900323881 
 452 , 31694.2198015535 
 453 , 31764.593342509 
 454 , 31827.4510612289 
 455 , 31863.9993993675 
 456 , 31882.0400857307 
 457 , 31900.2296154753 
 458 , 31930.3398529162 
 459 , 31969.4606005648 
 460 , 32013.2642548205 
 461 , 32064.1314501512 
 462 , 32129.5364323534 
 463 , 32211.1687602128 
 464 , 32286.6302143262 
 465 , 32327.9017351849 
 466 , 32328.9787073282 
 467 , 32313.7041538006 
 468 , 32305.9795402693 
 469 , 32313.1382637082 
 470 , 32334.5488248265 
 471 , 32368.7155012449 
 472 , 32412.1527785173 
 473 , 32461.0214942327 
 474 , 32510.5167693729 
 475 , 32555.0108454484 
 476 , 32590.5350219089 
 477 , 32620.8056180782 
 478 , 32651.679055536 
 479 , 32686.4375318453 
 480 , 32724.5743145387 
 481 , 32764.8956408182 
 482 , 32802.8744212955 
 483 , 32832.2757999965 
 484 , 32849.7534809021 
 485 , 32859.4357765304 
 486 , 32866.7129888487 
 487 , 32878.3608778278 
 488 , 32902.3721626031 
