11-20-2017,17:42:25
Wavenumber(cm-1),Intensity
 250 , 10 
 251 , 10 
 252 , 10 
 253 , 10 
 254 , 10 
 255 ,-5.064453125 
 256 ,-16.53515625 
 257 ,-7.099609375 
 258 , 21.693359375 
 259 , 50.8359375 
 260 , 59.072265625 
 261 , 39.177734375 
 262 , 7.740234375 
 263 ,-16.138671875 
 264 ,-23.982421875 
 265 ,-17.625 
 266 , 2.09765625 
 267 , 24.44921875 
 268 , 35.86328125 
 269 , 26.2109375 
 270 , 9.27734375 
 271 , 3.5625 
 272 , 16.658203125 
 273 , 35.37109375 
 274 , 45.666015625 
 275 , 52.11328125 
 276 , 70.923828125 
 277 , 112.193359375 
 278 , 158.171875 
 279 , 180.3828125 
 280 , 167.77734375 
 281 , 141.552734375 
 282 , 125.625 
 283 , 124.1171875 
 284 , 123.62109375 
 285 , 114.21484375 
 286 , 108.966796875 
 287 , 129.4765625 
 288 , 182.298828125 
 289 , 238.912109375 
 290 , 266.720703125 
 291 , 260.298828125 
 292 , 243.10546875 
 293 , 237.1328125 
 294 , 241.751953125 
 295 , 245.345703125 
 296 , 238.0859375 
 297 , 213.888671875 
 298 , 167.41796875 
 299 , 106.69921875 
 300 , 59.4609375 
 301 , 51.876953125 
 302 , 77.490234375 
 303 , 109.947265625 
 304 , 128.33203125 
 305 , 132.751953125 
 306 , 128.4453125 
 307 , 118.546875 
 308 , 106.55078125 
 309 , 94.376953125 
 310 , 79.36328125 
 311 , 57.71875 
 312 , 26.623046875 
 313 ,-0.34765625 
 314 ,-4.251953125 
 315 , 23.9140625 
 316 , 71.880859375 
 317 , 124.65625 
 318 , 173.369140625 
 319 , 213.890625 
 320 , 244.6875 
 321 , 269.033203125 
 322 , 288.49609375 
 323 , 306.697265625 
 324 , 326.5078125 
 325 , 350.337890625 
 326 , 377.19921875 
 327 , 403.423828125 
 328 , 426.47265625 
 329 , 450.205078125 
 330 , 480.998046875 
 331 , 519.232421875 
 332 , 550.59375 
 333 , 559.181640625 
 334 , 544.072265625 
