11-20-2017,16:40:12
Wavenumber(cm-1),Intensity
 250 , 21646.7408734352 
 251 , 21657.459385896 
 252 , 21676.2238580668 
 253 , 21703.0573368417 
 254 , 21722.2623818874 
 255 , 21718.2723597815 
 256 , 21697.0412858036 
 257 , 21680.5301901589 
 258 , 21687.2737860803 
 259 , 21715.2343268821 
 260 , 21755.456209493 
 261 , 21798.894250532 
 262 , 21836.3089655711 
 263 , 21858.8590110395 
 264 , 21868.5330836653 
 265 , 21878.765178686 
 266 , 21902.3462265417 
 267 , 21942.3625813949 
 268 , 21997.1722281219 
 269 , 22061.2390019237 
 270 , 22116.216112513 
 271 , 22141.4857000956 
 272 , 22135.8977238083 
 273 , 22126.6623249987 
 274 , 22141.0768870232 
 275 , 22180.0336809737 
 276 , 22226.7056260617 
 277 , 22267.458208868 
 278 , 22305.0935403086 
 279 , 22347.1699304054 
 280 , 22396.5760275475 
 281 , 22447.0413652572 
 282 , 22491.4598402243 
 283 , 22527.0165742902 
 284 , 22554.7050825791 
 285 , 22575.6885770754 
 286 , 22591.3696240538 
 287 , 22603.2447280996 
 288 , 22612.7420471074 
 289 , 22621.1125856325 
 290 , 22629.5953180407 
 291 , 22639.9024353767 
 292 , 22654.2831454246 
 293 , 22674.7144750441 
 294 , 22700.6050249273 
 295 , 22730.0629617536 
 296 , 22760.3948380887 
 297 , 22786.2772816991 
 298 , 22801.9372713632 
 299 , 22806.103748783 
 300 , 22803.8464831232 
 301 , 22800.7141234197 
 302 , 22802.2738483545 
 303 , 22814.1044358781 
 304 , 22839.7143925824 
 305 , 22874.0234413375 
 306 , 22909.7336744143 
 307 , 22940.2590565608 
 308 , 22960.2231022247 
 309 , 22965.0155208277 
 310 , 22959.2962227574 
 311 , 22954.6448012414 
 312 , 22962.1382271236 
 313 , 22989.5081894091 
 314 , 23043.3782185215 
 315 , 23121.8768606014 
 316 , 23206.2135961402 
 317 , 23276.3767123225 
 318 , 23326.2982365814 
 319 , 23361.9132433654 
 320 , 23389.7496289548 
 321 , 23417.5074091016 
 322 , 23453.281049457 
 323 , 23498.4578486038 
 324 , 23539.2259593704 
 325 , 23560.4205293146 
 326 , 23562.7575878166 
 327 , 23562.2236771896 
 328 , 23573.1787583382 
 329 , 23595.2258449814 
 330 , 23622.014599497 
 331 , 23649.4979479775 
 332 , 23679.4236292059 
 333 , 23714.2904073378 
 334 , 23753.158254884 
 335 , 23791.5070482942 
 336 , 23824.7216359465 
 337 , 23848.702658631 
 338 , 23859.5814874516 
 339 , 23856.974203284 
 340 , 23849.7794094381 
 341 , 23848.2530097828 
 342 , 23857.9873091939 
 343 , 23879.4783966065 
 344 , 23911.7411586451 
 345 , 23944.6317379378 
 346 , 23963.8610884556 
 347 , 23960.9866190018 
 348 , 23943.6860968406 
 349 , 23922.4127636208 
 350 , 23908.493294354 
 351 , 23914.2256063558 
 352 , 23949.5395617032 
 353 , 24006.0857950257 
 354 , 24067.1687963698 
 355 , 24120.7693147303 
 356 , 24167.7881075823 
 357 , 24211.3245551364 
 358 , 24254.6828748134 
 359 , 24301.391989899 
 360 , 24354.0415954923 
 361 , 24408.2450566001 
 362 , 24456.5152450004 
 363 , 24494.9466925157 
 364 , 24529.1135880173 
 365 , 24565.8593736106 
 366 , 24605.130652643 
 367 , 24639.6375289885 
 368 , 24663.1531772692 
 369 , 24679.0981707422 
 370 , 24694.9350927477 
 371 , 24715.3555016168 
 372 , 24738.2147526866 
 373 , 24760.4626973814 
 374 , 24781.7739511195 
 375 , 24804.4745457564 
 376 , 24830.5568903663 
 377 , 24859.2682335789 
 378 , 24888.8083098413 
 379 , 24917.7715104389 
 380 , 24945.6301656233 
 381 , 24972.0864227219 
 382 , 24998.8936932616 
 383 , 25029.6001429621 
 384 , 25066.9038291745 
 385 , 25108.5876922121 
 386 , 25150.8025397467 
 387 , 25191.9207735576 
 388 , 25234.613640936 
 389 , 25281.546392525 
 390 , 25328.0496801066 
 391 , 25363.8625166485 
